co2,year
104.355,2009
97.361,2010
94.55,2011
91.431,2012
81.736,2013
78.662,2014
74.961,2015
71.373,2016
74.855,2017
71.808,2018
65.736,2019
52.235,2020
0.506,1975
0.22,1976
0.722,1977
0.392,1978
0.572,1979
0.564,1980
0.528,1981
0.517,1982
0.363,1983
0.568,1984
0.509,1985
0.326,1986
0.234,1987
0.546,1988
0.473,1989
0.625,1990
0.61,1991
0.596,1992
0.546,1993
0.496,1994
0.534,1995
0.597,1996
0.618,1997
0.597,1998
0.594,1999
0.668,2000
0.618,2001
0.58,2002
0.65,2003
0.64,2004
0.644,2005
0.662,2006
0.653,2007
0.678,2008
0.593,2009
0.679,2010
0.725,2011
0.578,2012
0.561,2013
0.521,2014
0.524,2015
0.525,2016
0.542,2017
0.548,2018
0.554,2019
0.514,2020
0.048,1975
0.048,1976
0.048,1977
0.051,1978
0.048,1979
0.048,1980
0.059,1981
0.062,1982
0.062,1983
0.062,1984
0.062,1985
0.066,1986
0.073,1987
0.095,1988
0.103,1989
0.106,1990
0.11,1991
0.117,1992
0.121,1993
0.143,1994
0.15,1995
0.154,1996
0.169,1997
0.176,1998
0.194,1999
0.191,2000
0.194,2001
0.205,2002
0.216,2003
0.205,2004
0.216,2005
0.231,2006
0.238,2007
0.253,2008
0.253,2009
0.26,2010
0.253,2011
0.271,2012
0.304,2013
0.234,2014
0.26,2015
0.267,2016
0.278,2017
0.308,2018
0.332,2019
0.295,2020
0.403,1975
0.495,1976
0.524,1977
0.528,1978
0.539,1979
0.535,1980
0.707,1981
0.682,1982
0.733,1983
0.791,1984
0.806,1985
0.857,1986
0.916,1987
1.008,1988
1.077,1989
1.316,1990
1.397,1991
1.409,1992
1.548,1993
1.663,1994
1.734,1995
1.824,1996
1.838,1997
2.223,1998
2.171,1999
2.125,2000
2.258,2001
2.356,2002
2.388,2003
2.554,2004
2.383,2005
2.336,2006
2.488,2007
2.439,2008
2.379,2009
2.505,2010
2.512,2011
2.485,2012
2.435,2013
2.432,2014
2.47,2015
2.527,2016
2.48,2017
2.458,2018
2.562,2019
2.562,2020
3.52,1975
3.305,1976
3.804,1977
4.117,1978
4.678,1979
4.493,1980
3.949,1981
3.607,1982
3.16,1983
3.401,1984
3.497,1985
3.665,1986
3.918,1987
4.075,1988
4.188,1989
4.972,1990
4.951,1991
5.919,1992
5.578,1993
6.751,1994
7.079,1995
6.571,1996
7.502,1997
8.639,1998
8.806,1999
9.765,2000
10.233,2001
10.722,2002
10.448,2003
11.18,2004
12.109,2005
12.177,2006
12.145,2007
10.893,2008
11.442,2009
11.098,2010
11.237,2011
11.558,2012
12.784,2013
13.785,2014
15.822,2015
16.913,2016
17.292,2017
18.646,2018
21.934,2019
18.938,2020
0.843,1975
0.887,1976
0.901,1977
0.901,1978
0.945,1979
0.964,1980
0.989,1981
0.982,1982
0.953,1983
0.978,1984
0.993,1985
0.997,1986
0.993,1987
1.026,1988
1.044,1989
1.004,1990
1.026,1991
1.059,1992
1.088,1993
1.125,1994
1.165,1995
1.235,1996
1.29,1997
1.363,1998
1.433,1999
1.491,2000
1.561,2001
1.623,2002
1.7,2003
1.762,2004
1.825,2005
1.891,2006
1.968,2007
1.997,2008
2.11,2009
2.484,2010
2.594,2011
2.422,2012
2.11,2013
2.165,2014
2.451,2015
2.744,2016
3.239,2017
3.686,2018
3.717,2019
3.394,2020
0.114,1975
0.095,1976
0.103,1977
0.103,1978
0.11,1979
0.147,1980
0.143,1981
0.143,1982
0.143,1983
0.161,1984
0.172,1985
0.183,1986
0.194,1987
0.216,1988
0.231,1989
0.172,1990
0.176,1991
0.18,1992
0.183,1993
0.183,1994
0.183,1995
0.183,1996
0.202,1997
0.172,1998
0.194,1999
0.147,2000
0.15,2001
0.154,2002
0.194,2003
0.202,2004
0.213,2005
0.216,2006
0.231,2007
0.227,2008
0.234,2009
0.238,2010
0.242,2011
0.245,2012
0.245,2013
0.26,2014
0.278,2015
0.304,2016
0.304,2017
0.311,2018
0.314,2019
0.287,2020
1.825,1975
1.751,1976
1.898,1977
2.056,1978
1.521,1979
1.788,1980
1.799,1981
1.403,1982
1.246,1983
1.403,1984
1.418,1985
1.044,1986
1.308,1987
1.403,1988
1.183,1989
1.129,1990
1.107,1991
1.041,1992
1.044,1993
1.458,1994
1.568,1995
1.652,1996
1.806,1997
1.828,1998
1.832,1999
1.748,2000
1.744,2001
1.715,2002
1.858,2003
1.927,2004
1.619,2005
1.51,2006
1.781,2007
1.707,2008
1.909,2009
1.887,2010
1.96,2011
1.96,2012
1.905,2013
1.972,2014
2.003,2015
2.345,2016
2.319,2017
2.481,2018
2.487,2019
2.213,2020
0.483,1975
0.672,1976
0.704,1977
0.751,1978
0.75,1979
0.745,1980
0.759,1981
0.817,1982
0.886,1983
0.903,1984
0.93,1985
0.83,1986
0.899,1987
1.008,1988
1.023,1989
0.995,1990
0.976,1991
0.889,1992
0.684,1993
0.183,1994
0.876,1995
1.019,1996
1.348,1997
1.235,1998
1.271,1999
1.634,2000
1.471,2001
1.785,2002
1.7,2003
1.652,2004
1.724,2005
1.752,2006
1.772,2007
1.761,2008
1.888,2009
2.137,2010
2.273,2011
2.264,2012
2.706,2013
2.705,2014
2.661,2015
2.983,2016
3.104,2017
3.368,2018
3.289,2019
2.92,2020
1.661,1975
1.771,1976
1.993,1977
2.039,1978
1.923,1979
2.038,1980
1.808,1981
1.749,1982
1.976,1983
1.957,1984
1.886,1985
1.825,1986
2.144,1987
2.465,1988
2.68,1989
2.417,1990
2.439,1991
2.686,1992
2.824,1993
3.162,1994
3.767,1995
3.817,1996
3.945,1997
4.737,1998
4.613,1999
4.929,2000
5.602,2001
5.868,2002
6.617,2003
7.194,2004
6.831,2005
7.677,2006
8.206,2007
8.438,2008
7.939,2009
7.89,2010
8.736,2011
9.094,2012
9.24,2013
9.309,2014
9.802,2015
9.293,2016
8.857,2017
10.05,2018
10.789,2019
9.66,2020
11.008,1975
12.49,1976
14.204,1977
15.714,1978
15.838,1979
16.6,1980
18.617,1981
19.623,1982
20.912,1983
22.225,1984
22.881,1985
25.526,1986
28.086,1987
29.285,1988
30.141,1989
27.148,1990
28.463,1991
32.919,1992
34.778,1993
31.079,1994
31.267,1995
28.909,1996
30.497,1997
38.925,1998
42.549,1999
40.283,2000
37.802,2001
39.485,2002
43.202,2003
41.569,2004
43.731,2005
41.915,2006
43.572,2007
42.791,2008
41.579,2009
40.063,2010
43.15,2011
42.742,2012
44.307,2013
45.492,2014
42.392,2015
43.389,2016
42.553,2017
42.738,2018
41.789,2019
31.239,2020
75.248,1975
79.842,1976
83.005,1977
87.964,1978
85.988,1979
86.609,1980
86.352,1981
86.601,1982
88.856,1983
90.561,1984
85.828,1985
83.241,1986
84.136,1987
78.055,1988
75.917,1989
73.226,1990
69.656,1991
62.085,1992
63.389,1993
61.787,1994
61.391,1995
63.025,1996
61.624,1997
61.164,1998
61.664,1999
58.365,2000
59.968,2001
59.005,2002
61.756,2003
60.132,2004
60.278,2005
59.642,2006
58.554,2007
57.248,2008
51.471,2009
52.069,2010
50.191,2011
46.758,2012
43.59,2013
43.678,2014
46.615,2015
47.072,2016
49.452,2017
49.408,2018
49.08,2019
48.275,2020
1.613,1975
1.701,1976
1.903,1977
1.921,1978
1.983,1979
1.862,1980
1.748,1981
1.594,1982
1.543,1983
1.81,1984
1.623,1985
1.78,1986
1.845,1987
1.841,1988
1.896,1989
2.228,1990
2.106,1991
2.255,1992
2.411,1993
2.365,1994
2.467,1995
2.523,1996
2.619,1997
2.638,1998
2.84,1999
2.932,2000
2.863,2001
2.991,2002
2.985,2003
3.109,2004
2.976,2005
3.153,2006
3.496,2007
3.811,2008
3.728,2009
3.625,2010
3.501,2011
3.497,2012
3.483,2013
3.459,2014
3.536,2015
3.487,2016
3.605,2017
3.663,2018
3.551,2019
2.936,2020
234.439,1975
244.99,1976
259.215,1977
263.398,1978
276.542,1979
291.992,1980
315.266,1981
325.684,1982
352.53,1983
361.889,1984
397.953,1985
426.699,1986
455.759,1987
492.144,1988
541.135,1989
578.518,1990
615.925,1991
656.033,1992
677.916,1993
716.918,1994
762.121,1995
825.919,1996
859.686,1997
877.698,1998
951.749,1999
978.919,2000
992.56,2001
1023.027,2002
1059.616,2003
1125.471,2004
1185.953,2005
1259.744,2006
1358.152,2007
1462.815,2008
1612.817,2009
1677.888,2010
1780.13,2011
1963.586,2012
2036.937,2013
2185.856,2014
2268.567,2015
2382.223,2016
2433.856,2017
2599.806,2018
2625.968,2019
2441.792,2020
53.933,1975
61.788,1976
82.416,1977
93.938,1978
95.137,1979
94.873,1980
100.297,1981
105.584,1982
105.184,1983
112.46,1984
121.597,1985
122.166,1986
123.878,1987
132.721,1988
131.674,1989
150.285,1990
180.621,1991
203.577,1992
219.762,1993
222.855,1994
226.543,1995
255.067,1996
280.734,1997
215.971,1998
243.95,1999
274.727,2000
303.341,2001
310.818,2002
340.441,2003
344.394,2004
348.989,2005
346.706,2006
388.255,2007
366.293,2008
401.957,2009
451.931,2010
504.762,2011
521.528,2012
496.074,2013
498.973,2014
551.475,2015
560.846,2016
575.176,2017
614.884,2018
660.594,2019
589.5,2020
447.241,1975
438.674,1976
448.927,1977
455.683,1978
457.355,1979
446.385,1980
412.114,1981
373.141,1982
358.265,1983
359.581,1984
367.289,1985
393.529,1986
527.548,1987
545.602,1988
565.264,1989
557.91,1990
550.602,1991
559.748,1992
562.453,1993
589.486,1994
622.759,1995
673.978,1996
709.382,1997
751.715,1998
776.287,1999
786.862,2000
781.931,2001
799.697,2002
834.217,2003
906.605,2004
945.11,2005
997.659,2006
1055.405,2007
1068.476,2008
1022.624,2009
1086.42,2010
1111.962,2011
1101.737,2012
1118.095,2013
1128.692,2014
1171.701,2015
1185.328,2016
1231.804,2017
1265.263,2018
1257.767,2019
1004.233,2020
139.214,1975
156.459,1976
163.732,1977
162.104,1978
162.982,1979
120.494,1980
112.996,1981
137.771,1982
149.585,1983
149.864,1984
159.857,1985
147.603,1986
158.563,1987
175.143,1988
190.198,1989
209.944,1990
226.011,1991
226.935,1992
235.607,1993
263.82,1994
271.582,1995
273.769,1996
267.046,1997
305.503,1998
379.501,1999
369.15,2000
394.759,2001
397.625,2002
413.665,2003
441.947,2004
463.499,2005
503.636,2006
512.66,2007
534.644,2008
559.025,2009
569.772,2010
577.336,2011
602.738,2012
610.21,2013
641.842,2014
628.626,2015
637.362,2016
712.256,2017
707.157,2018
733.366,2019
745.035,2020
33.12,1975
48.735,1976
43.63,1977
42.193,1978
52.823,1979
45.358,1980
31.901,1981
30.374,1982
38.465,1983
39.771,1984
44.196,1985
47.23,1986
52.184,1987
67.127,1988
72.242,1989
49.057,1990
45.185,1991
58.889,1992
63.13,1993
71.089,1994
74.083,1995
69.283,1996
68.079,1997
72.102,1998
71.681,1999
71.716,2000
84.556,2001
86.322,2002
90.785,2003
113.635,2004
112.764,2005
97.965,2006
61.169,2007
91.803,2008
102.969,2009
110.066,2010
135.274,2011
152.815,2012
163.677,2013
165.151,2014
165.647,2015
194.361,2016
211.703,2017
211.326,2018
222.991,2019
210.829,2020
22.048,1975
22.293,1976
23.569,1977
23.58,1978
27.403,1979
26.272,1980
26.062,1981
25.566,1982
25.729,1983
25.549,1984
26.75,1985
28.55,1986
30.226,1987
29.884,1988
30.061,1989
32.944,1990
33.673,1991
33.494,1992
33.716,1993
34.838,1994
35.852,1995
37.469,1996
38.804,1997
40.708,1998
42.44,1999
45.249,2000
47.607,2001
46.081,2002
